target_acc	min_dist_same	min_dist_opp	PDS_acc
PDT000006460.1	6	19	PDS000000132.1
PDT000006123.1			
PDT000006040.1	5		PDS000000564.1
PDT000006068.1			
PDT000005733.1	7	23	PDS000000132.1
PDT000005671.1	20		PDS000000272.1
PDT000006024.2	4	24	PDS000000132.1
PDT000006817.1	16		PDS000000257.1
PDT000005612.1	3		PDS000000256.1
PDT000005960.1			
PDT000005427.1	17		PDS000000564.1
PDT000005833.1	3		PDS000000564.1
PDT000006680.1	2		PDS000000256.1
PDT000005757.2	13		PDS000000257.1
PDT000005633.1	17		PDS000000257.1
PDT000006081.1	8		PDS000000264.1
PDT000006644.1	0		PDS000000257.1
PDT000006027.1	6		PDS000000256.1
PDT000006355.1	24		PDS000000264.1
PDT000006658.1	5	33	PDS000000036.2
PDT000006091.1	3		PDS000000564.1
PDT000006632.1	6	22	PDS000000132.1
PDT000006588.1	5	34	PDS000000036.2
PDT000006012.1	2		PDS000000256.1
PDT000006509.1	28		PDS000000254.1
PDT000006598.1			
PDT000006063.1	10		PDS000000253.1
PDT000006606.1	0		PDS000000242.1
PDT000005531.1	2		PDS000000242.1
PDT000006587.1	0		PDS000000242.1
PDT000005628.1	0		PDS000000242.1
PDT000006172.1	2	30	PDS000000455.1
PDT000005413.1	2	32	PDS000000455.1
PDT000006408.1	2		PDS000000252.1
PDT000006757.1	0		PDS000000252.1
PDT000006670.2	0		PDS000000252.1
PDT000005580.1	0		PDS000000252.1
PDT000006298.1	0	0	PDS000000072.2
PDT000005854.1	0	12	PDS000000110.2
PDT000006191.1	2	14	PDS000000110.2
PDT000005553.1	0		PDS000000248.1
PDT000005438.1	2	3	PDS000000072.2
PDT000005919.1	2		PDS000000242.1
PDT000006360.1	2		PDS000000242.1
PDT000006730.1	3		PDS000000242.1
PDT000005970.1	3		PDS000000242.1
PDT000005664.1	2		PDS000000242.1
PDT000006328.1	2	3	PDS000000072.2
PDT000006213.1	34	46	PDS000000251.1
PDT000005799.1	0		PDS000000248.1
PDT000006890.1	5		PDS000000248.1
PDT000006396.2	6	17	PDS000000116.2
PDT000005736.1	3		PDS000000249.1
PDT000006565.1	6	7	PDS000000116.2
PDT000006173.1			
PDT000005855.1	6	11	PDS000000116.2
PDT000006619.1	0	1	PDS000000072.2
PDT000005578.1	1	1	PDS000000072.2
PDT000006186.1	0	1	PDS000000072.2
PDT000005582.1	2	3	PDS000000072.2
PDT000006198.1	0		PDS000000248.1
PDT000005517.1	0	1	PDS000000072.2
PDT000005705.1	0	1	PDS000000072.2
PDT000006762.1	0	10	PDS000000116.2
PDT000006266.1	1	11	PDS000000116.2
PDT000005359.1	2	12	PDS000000116.2
PDT000006713.1	1	12	PDS000000116.2
PDT000005712.1	3	13	PDS000000116.2
PDT000006537.1	3	13	PDS000000116.2
PDT000005584.1	1	10	PDS000000116.2
PDT000005747.1	0	10	PDS000000116.2
PDT000006551.1	0	10	PDS000000116.2
PDT000005731.1	0	10	PDS000000116.2
PDT000006777.1	0		PDS000000252.1
PDT000005761.1	2		PDS000000252.1
PDT000005839.1	0	1	PDS000000072.2
PDT000006138.1	0	0	PDS000000072.2
PDT000006522.1	3	37	PDS000000251.1
PDT000005600.1	0	1	PDS000000072.2
PDT000005663.1	1		PDS000000249.1
PDT000005401.1	4		PDS000000248.1
PDT000006174.1	2	2	PDS000000072.2
PDT000005644.1	0	1	PDS000000072.2
PDT000006521.1	1	35	PDS000000251.1
PDT000006313.1	0	34	PDS000000251.1
PDT000006807.1	0	0	PDS000000072.2
PDT000006878.1	2	2	PDS000000072.2
PDT000005741.1	1	1	PDS000000072.2
PDT000006098.1	0	2	PDS000000072.2
PDT000005887.2	0	2	PDS000000072.2
PDT000006102.1	10	8	PDS000000116.2
PDT000006641.1	14	11	PDS000000116.2
PDT000006000.1	5	7	PDS000000116.2
PDT000005991.1	13	25	PDS000000110.2
PDT000006526.1	4	8	PDS000000116.2
PDT000005751.2			
PDT000006232.1			
PDT000006596.1	0	12	PDS000000116.2
PDT000006120.1	19	31	PDS000000436.1
PDT000006688.1	0	12	PDS000000110.2
PDT000006302.1	0	34	PDS000000251.1
PDT000006420.1	0	12	PDS000000116.2
PDT000005860.1	0	11	PDS000000576.1
PDT000006127.1	0	11	PDS000000576.1
PDT000005686.1	0	11	PDS000000576.1
PDT000006361.1	45		PDS000000438.1
PDT000005921.1	4	12	PDS000000116.2
PDT000005590.1	2		PDS000000249.1
PDT000006043.1	0		PDS000000249.1
PDT000006244.1	2		PDS000000249.1
PDT000006876.1	1		PDS000000249.1
PDT000006716.1	0		PDS000000249.1
PDT000005544.1	1	35	PDS000000251.1
PDT000005572.1	0		PDS000000249.1
PDT000006805.2	9	6	PDS000000116.2
PDT000006867.1			
PDT000006785.1	3	17	PDS000000251.1
PDT000005674.2	2	16	PDS000000251.1
PDT000006002.1	3	12	PDS000000085.2
PDT000006414.1	8	7	PDS000000085.2
PDT000006744.1	0	7	PDS000000116.2
PDT000005798.2	8	6	PDS000000116.2
PDT000005900.1	8	3	PDS000000085.2
PDT000006525.1	19	28	PDS000000076.2
PDT000005732.1	9	12	PDS000000116.2
PDT000005560.1	13	17	PDS000000085.2
PDT000006854.1	3		PDS000000248.1
PDT000005637.1	3	15	PDS000000085.2
PDT000006304.2	3	16	PDS000000085.2
PDT000005700.1	4	18	PDS000000251.1
PDT000006357.1	2	16	PDS000000251.1
PDT000006017.1	17	29	PDS000000076.2
PDT000006667.1	0	23	PDS000000436.1
PDT000005818.1	1	24	PDS000000436.1
PDT000005332.1	0	23	PDS000000436.1
PDT000005504.1	0	23	PDS000000436.1
PDT000006003.1	1	24	PDS000000436.1
PDT000006570.1	2	25	PDS000000436.1
PDT000006122.1	1	24	PDS000000436.1
PDT000005688.1	1	13	PDS000000110.2
PDT000005467.1	1		PDS000000250.1
PDT000005518.1	1		PDS000000250.1
PDT000005581.1	11	15	PDS000000110.2
PDT000005694.1	5	20	PDS000000354.1
PDT000005343.1	0	12	PDS000000110.2
PDT000006662.1	0		PDS000000249.1
PDT000005759.1	0		PDS000000249.1
PDT000006877.1	0		PDS000000249.1
PDT000006743.1	1		PDS000000249.1
PDT000006747.1	0		PDS000000249.1
PDT000005880.1	0		PDS000000249.1
PDT000005690.1	1		PDS000000249.1
PDT000005940.1	1		PDS000000411.1
PDT000005330.1	3	7	PDS000000085.2
PDT000006472.1	2	6	PDS000000085.2
PDT000005390.1	4	8	PDS000000085.2
PDT000005704.1	5	7	PDS000000116.2
PDT000006687.1	31		PDS000000245.1
PDT000005714.1	5	12	PDS000000116.2
PDT000006082.1	2	8	PDS000000085.2
PDT000006028.1	0		PDS000000249.1
PDT000005724.1	0		PDS000000249.1
PDT000005415.1	1		PDS000000249.1
PDT000005523.1	0		PDS000000249.1
PDT000005488.2	0		PDS000000249.1
PDT000006180.1	0	12	PDS000000110.2
PDT000006490.1	0	12	PDS000000110.2
PDT000006808.1	1		PDS000000249.1
PDT000006329.1	1	13	PDS000000110.2
PDT000006545.1	0	12	PDS000000110.2
PDT000005740.1	1	1	PDS000000072.2
PDT000006400.1	0	0	PDS000000072.2
PDT000006591.1	0	0	PDS000000072.2
PDT000006607.1	0	0	PDS000000072.2
PDT000006367.1	0	0	PDS000000072.2
PDT000006562.1	0	0	PDS000000072.2
PDT000006409.1	0	0	PDS000000072.2
PDT000006679.2	0	12	PDS000000110.2
PDT000006901.1	1	1	PDS000000072.2
PDT000006865.1	1	1	PDS000000072.2
PDT000006695.1	0		PDS000000249.1
PDT000006413.1	2		PDS000000249.1
PDT000006754.1	0		PDS000000249.1
PDT000006077.1	2		PDS000000249.1
PDT000005967.1	1		PDS000000249.1
PDT000005579.1	0	12	PDS000000110.2
PDT000006896.1	1	13	PDS000000110.2
PDT000005828.1	1		PDS000000249.1
PDT000006616.1	1		PDS000000249.1
PDT000005929.1			
PDT000005498.1	0		PDS000000249.1
PDT000006212.2	0		PDS000000249.1
PDT000006668.1	0		PDS000000249.1
PDT000006323.1	0		PDS000000249.1
PDT000005499.1	0		PDS000000249.1
PDT000006851.1	0		PDS000000249.1
PDT000005533.1	1		PDS000000249.1
PDT000005557.1	2		PDS000000249.1
PDT000006623.1	2		PDS000000249.1
PDT000006228.1	0		PDS000000249.1
PDT000006729.1	0		PDS000000248.1
PDT000006410.1	0		PDS000000249.1
PDT000005975.1	0		PDS000000249.1
PDT000006150.1	0		PDS000000249.1
PDT000006157.1	46		PDS000000248.1
PDT000005811.1	13	17	PDS000000203.1
PDT000005426.1	1		PDS000000249.1
PDT000005604.2	2		PDS000000249.1
PDT000006495.1	1		PDS000000249.1
PDT000006220.1	11	11	PDS000000116.2
PDT000006520.1	4	4	PDS000000072.2
PDT000005884.1	2	14	PDS000000110.2
PDT000006365.1	29	8	PDS000000066.2
PDT000006652.1	0	15	PDS000000110.2
PDT000006862.1			
PDT000005346.1	1		PDS000000249.1
PDT000005773.1	0		PDS000000249.1
PDT000006085.1	11		PDS000000246.1
PDT000006823.1	1		PDS000000249.1
PDT000006626.1	0		PDS000000249.1
PDT000006599.1	1		PDS000000249.1
PDT000006800.1	8	2	PDS000000085.2
PDT000006887.1	0	15	PDS000000110.2
PDT000005324.1	11		PDS000000246.1
PDT000006006.1	0		PDS000000249.1
PDT000005521.1	1		PDS000000249.1
PDT000005956.1	1	4	PDS000000072.2
PDT000006833.1	3	7	PDS000000085.2
PDT000006733.1	0	5	PDS000000072.2
PDT000006804.1	0	5	PDS000000072.2
PDT000006259.1	0	8	PDS000000116.2
PDT000006784.1	0	8	PDS000000116.2
PDT000006530.1	8	17	PDS000000076.2
PDT000006336.1	9	15	PDS000000073.2
PDT000006083.1			
PDT000005986.1	2		PDS000000249.1
PDT000005342.1	10	12	PDS000000110.2
PDT000006249.1	0	1	PDS000000121.2
PDT000006879.1	2	20	PDS000000110.2
PDT000005973.1	1	2	PDS000000121.2
PDT000006782.1	1	4	PDS000000121.2
PDT000005568.1	0	3	PDS000000121.2
PDT000005562.1	0	1	PDS000000121.2
PDT000005870.1	0	0	PDS000000121.2
PDT000005711.1			
PDT000006831.1	0	1	PDS000000121.2
PDT000006602.2	1	4	PDS000000121.2
PDT000005760.1	1	4	PDS000000121.2
PDT000006156.1	0	3	PDS000000121.2
PDT000006575.1	0	4	PDS000000121.2
PDT000006337.1	1	4	PDS000000121.2
PDT000006010.1	1	4	PDS000000121.2
PDT000005797.1	0	2	PDS000000121.2
PDT000005918.1	0	0	PDS000000121.2
PDT000006638.1	0	0	PDS000000121.2
PDT000006617.1	0	0	PDS000000121.2
PDT000005459.1	1	1	PDS000000121.2
PDT000006086.1	1	1	PDS000000121.2
PDT000005763.1	0	0	PDS000000121.2
PDT000006873.1	0	3	PDS000000121.2
PDT000006279.1	1	1	PDS000000121.2
PDT000005497.1	1	1	PDS000000121.2
PDT000005347.1	2	9	PDS000000116.2
PDT000005832.1	1		PDS000000411.1
PDT000005779.1	2	2	PDS000000121.2
PDT000005481.1	0	2	PDS000000121.2
PDT000006047.1	1	1	PDS000000121.2
PDT000005723.1	1	2	PDS000000121.2
PDT000006799.2	1	1	PDS000000121.2
PDT000006824.1	0	0	PDS000000121.2
PDT000006144.1	1	5	PDS000000121.2
PDT000006891.2	1	4	PDS000000121.2
PDT000005874.1	1	14	PDS000000110.2
PDT000005985.1	0	13	PDS000000110.2
PDT000005928.2	0	1	PDS000000121.2
PDT000006284.1	0	0	PDS000000121.2
PDT000006103.1	1	1	PDS000000121.2
PDT000005865.1	0	3	PDS000000121.2
PDT000006477.1	5	23	PDS000000354.1
PDT000006280.1	1	1	PDS000000121.2
PDT000005868.1	1	4	PDS000000121.2
PDT000006763.1	1	2	PDS000000121.2
PDT000005472.2	1	1	PDS000000121.2
PDT000005687.1	1	1	PDS000000121.2
PDT000005335.1	0	13	PDS000000110.2
PDT000006446.2	0		PDS000000411.1
PDT000006546.2	1	4	PDS000000121.2
PDT000006419.1	0	13	PDS000000110.2
PDT000006604.1	1		PDS000000411.1
PDT000006706.1	31		PDS000000245.1
PDT000006430.2	5		PDS000000540.1
PDT000005585.1	1	1	PDS000000121.2
PDT000005559.1	0	0	PDS000000121.2
PDT000005890.1	1	1	PDS000000121.2
PDT000006225.1	0	13	PDS000000110.2
PDT000006392.1	0	13	PDS000000110.2
PDT000005394.1	0	13	PDS000000110.2
PDT000006647.1	0	13	PDS000000110.2
PDT000006789.2	0	13	PDS000000110.2
PDT000006682.1	1	1	PDS000000121.2
PDT000005734.1	2	3	PDS000000121.2
PDT000006672.1	0	13	PDS000000110.2
PDT000006882.2	2	2	PDS000000121.2
PDT000005586.1	0	3	PDS000000121.2
PDT000005468.1	0	0	PDS000000121.2
PDT000006069.1	1	2	PDS000000121.2
PDT000006277.1	1	1	PDS000000121.2
PDT000005441.1	2	2	PDS000000121.2
PDT000006406.1	0	0	PDS000000121.2
PDT000006503.1			
PDT000005323.1	7	7	PDS000000121.2
PDT000006686.1	0	1	PDS000000121.2
PDT000005823.1	2	7	PDS000000116.2
PDT000005952.1	1	14	PDS000000110.2
PDT000005482.1	7		PDS000000242.1
PDT000005883.1			
PDT000006229.1	2	3	PDS000000121.2
PDT000006316.1	1		PDS000000245.1
PDT000005410.1	1		PDS000000245.1
PDT000005794.1	1		PDS000000245.1
PDT000005558.1	2	3	PDS000000121.2
PDT000006111.1	0	2	PDS000000121.2
PDT000006437.1	4	10	PDS000000110.2
PDT000006405.1	0		PDS000000245.1
PDT000005962.1	0		PDS000000245.1
PDT000006376.1	1		PDS000000245.1
PDT000005939.1	4	14	PDS000000110.2
PDT000006133.1	3	4	PDS000000121.2
PDT000005360.1	0	16	PDS000000110.2
PDT000006839.1	1	17	PDS000000110.2
PDT000006625.1	1	14	PDS000000110.2
PDT000006034.2	0	13	PDS000000110.2
PDT000006221.1	0	13	PDS000000110.2
PDT000006639.1	0	13	PDS000000110.2
PDT000006791.1	1	1	PDS000000072.2
PDT000006297.1	5	23	PDS000000110.2
PDT000005448.1	0	0	PDS000000072.2
PDT000006087.1	1	1	PDS000000072.2
PDT000006059.2	2	20	PDS000000110.2
PDT000006189.1	0	1	PDS000000072.2
PDT000006764.1	2	5	PDS000000072.2
PDT000005440.1	0	3	PDS000000072.2
PDT000006084.1	2	3	PDS000000072.2
PDT000006382.1	1	3	PDS000000072.2
PDT000006275.1	1	2	PDS000000072.2
PDT000005683.1	0	0	PDS000000072.2
PDT000006194.1	1	2	PDS000000072.2
PDT000006593.1	3	7	PDS000000072.2
PDT000006847.1	0	1	PDS000000072.2
PDT000006389.1	3	8	PDS000000072.2
PDT000005795.2	4	11	PDS000000072.2
PDT000006432.1	1	3	PDS000000072.2
PDT000006183.1	3	6	PDS000000072.2
PDT000006703.1	3	10	PDS000000072.2
PDT000005853.1	6	7	PDS000000072.2
PDT000006044.1	2	5	PDS000000072.2
PDT000006078.2	0	0	PDS000000072.2
PDT000005466.1	3	10	PDS000000072.2
PDT000005856.1	0	0	PDS000000072.2
PDT000005893.1	1	8	PDS000000072.2
PDT000005385.1	1	2	PDS000000072.2
PDT000006571.1	0	0	PDS000000072.2
PDT000006600.1	1	6	PDS000000072.2
PDT000006131.1	1	5	PDS000000072.2
PDT000005400.1	1	4	PDS000000072.2
PDT000006070.1	1	2	PDS000000072.2
PDT000006573.1	1	9	PDS000000072.2
PDT000006771.1	1	4	PDS000000072.2
PDT000006506.1	2	5	PDS000000072.2
PDT000006030.1	0	1	PDS000000072.2
PDT000006025.2	1	1	PDS000000072.2
PDT000006780.1	14	11	PDS000000116.2
PDT000005614.1	0	7	PDS000000110.2
PDT000006416.1	0	7	PDS000000110.2
PDT000005978.1	0	4	PDS000000072.2
PDT000006543.1			
PDT000005910.1	2	3	PDS000000072.2
PDT000005588.2	5	9	PDS000000072.2
PDT000006255.1	0	3	PDS000000072.2
PDT000006738.1	1	1	PDS000000072.2
PDT000006161.1	1	4	PDS000000072.2
PDT000005388.1	8	18	PDS000000116.2
PDT000005675.1	0	7	PDS000000110.2
PDT000005509.1	1	3	PDS000000072.2
PDT000006749.1	1	5	PDS000000072.2
PDT000006227.1	0	0	PDS000000072.2
PDT000006418.2	0	13	PDS000000576.1
PDT000005748.1	0	13	PDS000000576.1
PDT000006815.1	1	14	PDS000000576.1
PDT000005619.1	0	13	PDS000000576.1
PDT000006016.2	0	13	PDS000000576.1
PDT000006828.1	21	18	PDS000000116.2
PDT000006860.1	1	14	PDS000000576.1
PDT000006071.1	3	4	PDS000000121.2
PDT000005807.1	0	11	PDS000000576.1
PDT000006287.1	1	6	PDS000000110.2
PDT000005913.1	0	7	PDS000000110.2
PDT000005886.1	1	6	PDS000000110.2
PDT000006637.1	25	26	PDS000000203.1
PDT000006783.1	0	7	PDS000000110.2
PDT000005443.1	2	9	PDS000000110.2
PDT000005484.1	2	13	PDS000000110.2
PDT000006032.1	0	29	PDS000000251.1
PDT000006772.1	1	8	PDS000000110.2
PDT000006701.1	0	5	PDS000000110.2
PDT000005650.1	0	13	PDS000000110.2
PDT000006295.1	1	8	PDS000000110.2
PDT000006011.1	0	7	PDS000000110.2
PDT000006146.1	0	7	PDS000000110.2
PDT000005774.1	0	13	PDS000000110.2
PDT000005591.1	0	13	PDS000000110.2
PDT000005882.1	0	12	PDS000000110.2
PDT000006473.1	0	7	PDS000000110.2
PDT000005842.1	1	4	PDS000000072.2
PDT000005599.1	5	9	PDS000000072.2
PDT000006269.1	0	12	PDS000000110.2
PDT000005728.1	0	29	PDS000000251.1
PDT000006096.1	1	17	PDS000000110.2
PDT000005649.1	0	16	PDS000000110.2
PDT000005838.1	0	13	PDS000000110.2
PDT000005478.1	0	13	PDS000000110.2
PDT000005696.1	0	16	PDS000000110.2
PDT000005435.1	0	5	PDS000000110.2
PDT000006676.1	0	5	PDS000000110.2
PDT000006457.1	2	15	PDS000000110.2
PDT000006486.1			
PDT000006182.1	0	13	PDS000000110.2
PDT000006019.1	2	15	PDS000000110.2
PDT000006660.1	0	13	PDS000000110.2
PDT000005764.1	1	11	PDS000000110.2
PDT000005851.1	1	12	PDS000000110.2
PDT000005848.1			
PDT000005617.1	1	8	PDS000000110.2
PDT000005997.2	0	6	PDS000000116.2
PDT000006101.1	0	6	PDS000000116.2
PDT000005954.1	0	6	PDS000000116.2
PDT000006125.1	1	7	PDS000000116.2
PDT000006468.1	2	16	PDS000000189.1
PDT000006553.1	0	13	PDS000000110.2
PDT000006888.1	2	16	PDS000000576.1
PDT000005873.1	0	14	PDS000000576.1
PDT000005872.1	0	14	PDS000000576.1
PDT000006143.1	1	15	PDS000000189.1
PDT000006608.1	1	14	PDS000000189.1
PDT000006500.1	1	12	PDS000000110.2
PDT000005689.1	0	14	PDS000000576.1
PDT000006135.1	2	16	PDS000000576.1
PDT000005574.1	1	16	PDS000000116.2
PDT000006291.1	0	15	PDS000000116.2
PDT000006714.1	1	16	PDS000000116.2
PDT000006651.1	3	17	PDS000000189.1
PDT000005778.1	0		PDS000000540.1
PDT000005631.2	0	7	PDS000000110.2
PDT000005561.1			
PDT000005551.1	7		PDS000000242.1
PDT000005744.1	2	14	PDS000000189.1
PDT000005555.1	8	13	PDS000000576.1
PDT000005632.1	0	15	PDS000000116.2
PDT000006511.1	0	8	PDS000000116.2
PDT000006214.1	1	1	PDS000000072.2
PDT000005901.1			
PDT000006476.2	0	2	PDS000000072.2
PDT000005982.2	1	3	PDS000000072.2
PDT000006555.1	1	3	PDS000000072.2
PDT000006563.1	0	2	PDS000000072.2
PDT000006015.1	3	17	PDS000000189.1
PDT000006803.1	0	8	PDS000000116.2
PDT000006811.1	0	8	PDS000000116.2
PDT000006693.1	0	8	PDS000000116.2
PDT000005640.1	0	6	PDS000000072.2
PDT000005489.1	18	21	PDS000000203.1
PDT000006462.1	1	7	PDS000000072.2
PDT000005657.1	2	8	PDS000000072.2
PDT000005743.1	14	25	PDS000000576.1
PDT000006397.1	3	4	PDS000000110.2
PDT000006290.1	43	52	PDS000000526.1
PDT000005398.1	0	6	PDS000000072.2
PDT000006541.1	6	12	PDS000000072.2
PDT000005845.2	0	8	PDS000000576.1
PDT000006089.1	0	8	PDS000000576.1
PDT000006223.1			
PDT000006110.1	6	21	PDS000000189.1
PDT000006751.1	4	10	PDS000000072.2
PDT000005439.1	5	7	PDS000000072.2
PDT000006615.1	2	2	PDS000000072.2
PDT000005821.1	1	10	PDS000000576.1
PDT000006417.1	0	9	PDS000000576.1
PDT000006502.1	0	9	PDS000000576.1
PDT000006428.1	1	10	PDS000000576.1
PDT000005622.1	23	23	PDS000000072.2
PDT000006369.2	1	10	PDS000000576.1
PDT000006175.1	3		PDS000000240.1
PDT000006498.1	0	13	PDS000000116.2
PDT000006148.1	1	10	PDS000000576.1
PDT000005895.1	1	10	PDS000000576.1
PDT000005826.1	0	9	PDS000000576.1
PDT000006542.1	11	13	PDS000000110.2
PDT000005402.2	0	9	PDS000000576.1
PDT000006109.1	0	9	PDS000000576.1
PDT000006008.2	0	6	PDS000000072.2
PDT000006494.1	11		PDS000000231.1
PDT000006560.1	3		PDS000000241.1
PDT000005378.1	3		PDS000000240.1
PDT000006814.1	0	14	PDS000000110.2
PDT000006118.1	10	10	PDS000000072.2
PDT000005610.1	2	16	PDS000000110.2
PDT000006753.1	1	15	PDS000000110.2
PDT000006629.1			
PDT000006402.1	5	9	PDS000000110.2
PDT000006051.1	3	4	PDS000000110.2
PDT000005931.1	6	17	PDS000000526.1
PDT000005692.1	0	14	PDS000000110.2
PDT000006434.1	0	14	PDS000000110.2
PDT000006088.1	31	39	PDS000000251.1
PDT000006786.1	2	15	PDS000000116.2
PDT000005613.1	0	0	PDS000000072.2
PDT000005787.1	0	0	PDS000000072.2
PDT000006464.2	0	0	PDS000000072.2
PDT000006440.2	0	2	PDS000000072.2
PDT000005719.2	2	20	PDS000000203.1
PDT000006835.1	0	13	PDS000000110.2
PDT000005680.1	2	15	PDS000000116.2
PDT000005971.1	2	2	PDS000000072.2
PDT000006454.1	2	19	PDS000000110.2
PDT000006470.1	6	6	PDS000000072.2
PDT000006431.2	2		PDS000000239.1
PDT000005405.1	2		PDS000000239.1
PDT000006797.1	23	30	PDS000000189.1
PDT000005790.1	3	21	PDS000000110.2
PDT000006042.1	3		PDS000000252.1
PDT000006836.1	4	4	PDS000000072.2
PDT000005501.1	3	25	PDS000000523.1
PDT000005844.1	0	0	PDS000000072.2
PDT000005746.1	10	3	PDS000000576.1
PDT000006792.1	2	2	PDS000000072.2
PDT000005569.1	3	5	PDS000000072.2
PDT000006859.1	0	2	PDS000000072.2
PDT000006204.1	1	25	PDS000000523.1
PDT000006844.1	2	26	PDS000000523.1
PDT000006026.1	0	13	PDS000000116.2
PDT000006478.1	1	24	PDS000000523.1
PDT000005824.1	2	26	PDS000000523.1
PDT000005867.2	2	19	PDS000000110.2
PDT000005635.1	1	1	PDS000000072.2
PDT000006094.1			
PDT000005673.1	3	42	PDS000000132.1
PDT000005651.1	7		PDS000000540.1
PDT000005529.1			
PDT000006480.1			
PDT000006231.1	1		PDS000000238.1
PDT000006578.2	0	20	PDS000000116.2
PDT000005382.2			
PDT000006628.2	1	7	PDS000000072.2
PDT000005792.2	1	1	PDS000000072.2
PDT000006424.1	0	0	PDS000000072.2
PDT000006450.1	0	0	PDS000000072.2
PDT000006451.1	15	17	PDS000000116.2
PDT000006318.1	1	1	PDS000000072.2
PDT000006235.1	0	0	PDS000000072.2
PDT000006060.1	0	0	PDS000000072.2
PDT000005917.1	0	0	PDS000000072.2
PDT000006136.1	0	0	PDS000000072.2
PDT000006045.1	1	1	PDS000000072.2
PDT000005496.1	8	13	PDS000000576.1
PDT000005362.1	0	0	PDS000000072.2
PDT000006884.1	1	2	PDS000000072.2
PDT000006149.1	0	0	PDS000000072.2
PDT000006899.1	0	0	PDS000000072.2
PDT000006508.1	0	0	PDS000000072.2
PDT000006532.1	2	2	PDS000000072.2
PDT000006664.1	1	1	PDS000000072.2
PDT000006605.1	2	2	PDS000000072.2
PDT000005681.1	0	0	PDS000000072.2
PDT000005589.1	0	0	PDS000000072.2
PDT000006218.1	0	0	PDS000000072.2
PDT000005682.1	0	0	PDS000000072.2
PDT000005937.1	0	0	PDS000000072.2
PDT000006248.1	6	21	PDS000000526.1
PDT000005661.2	0	0	PDS000000072.2
PDT000006548.1	0	0	PDS000000072.2
PDT000006889.1	1	1	PDS000000072.2
PDT000005344.1	0	0	PDS000000072.2
PDT000006557.1	0	0	PDS000000072.2
PDT000005462.1	0	0	PDS000000072.2
PDT000005587.1	0	0	PDS000000072.2
PDT000005717.1	0	0	PDS000000072.2
PDT000005983.1	0	20	PDS000000116.2
PDT000006810.1	0	0	PDS000000072.2
PDT000005476.1	0	0	PDS000000072.2
PDT000006708.1	2	2	PDS000000072.2
PDT000006121.1	1	2	PDS000000072.2
PDT000006282.1	1	1	PDS000000072.2
PDT000006211.1	0	0	PDS000000072.2
PDT000006870.1	3	3	PDS000000072.2
PDT000005333.1	0	0	PDS000000072.2
PDT000005458.1	1	1	PDS000000072.2
PDT000006423.1	0	0	PDS000000072.2
PDT000006869.1	2	2	PDS000000072.2
PDT000006866.1	1	1	PDS000000072.2
PDT000006709.1	2	2	PDS000000072.2
PDT000006262.1	1	1	PDS000000072.2
PDT000005753.1	0	0	PDS000000072.2
PDT000006377.1	0	0	PDS000000072.2
PDT000006351.1	6	32	PDS000000523.1
PDT000005652.1	8	10	PDS000000116.2
PDT000005876.2	3	41	PDS000000132.1
PDT000006192.1	0	23	PDS000000552.1
PDT000006514.1	1	1	PDS000000072.2
PDT000005511.1	0	0	PDS000000072.2
PDT000006720.1	0	0	PDS000000072.2
PDT000005363.1	4	10	PDS000000072.2
PDT000005625.1	1	1	PDS000000072.2
PDT000005685.1	0	0	PDS000000072.2
PDT000005384.1	1	1	PDS000000072.2
PDT000006567.1	0	0	PDS000000072.2
PDT000006517.1	1	1	PDS000000072.2
PDT000006898.1	0	0	PDS000000072.2
PDT000006871.1		35	PDS000000310.1
PDT000006276.2	2		PDS000000339.1
PDT000005630.1			
PDT000005596.1	5	3	PDS000000073.2
PDT000006268.1	0		PDS000000540.1
PDT000006178.1	0		PDS000000339.1
PDT000006321.1	0		PDS000000540.1
PDT000006728.1	0		PDS000000339.1
PDT000005745.1	0		PDS000000339.1
PDT000006263.1	1		PDS000000339.1
PDT000006294.1	0		PDS000000339.1
PDT000005430.2	0		PDS000000540.1
PDT000005483.1	0		PDS000000339.1
PDT000006725.1	1	1	PDS000000072.2
PDT000005701.1	0	0	PDS000000072.2
PDT000006442.1	3	3	PDS000000072.2
PDT000006613.1	0	0	PDS000000072.2
PDT000006496.1	1	1	PDS000000072.2
PDT000005697.1	0	0	PDS000000072.2
PDT000005550.1	0	0	PDS000000072.2
PDT000005977.1	0	0	PDS000000072.2
PDT000006767.1	0	23	PDS000000552.1
PDT000006092.1	1	2	PDS000000072.2
PDT000005353.1	0	0	PDS000000072.2
PDT000006726.1	0	0	PDS000000072.2
PDT000005460.1	1	1	PDS000000072.2
PDT000005716.2	0	0	PDS000000072.2
PDT000005762.1	1	1	PDS000000072.2
PDT000005948.1	0	0	PDS000000072.2
PDT000006073.1	0	20	PDS000000116.2
PDT000006197.1	15	15	PDS000000576.1
PDT000006319.1	12	10	PDS000000110.2
PDT000005862.1	2	13	PDS000000110.2
PDT000005530.2	1	21	PDS000000116.2
PDT000006309.1	1		PDS000000237.1
PDT000006778.1	1		PDS000000237.1
PDT000005972.1	6	8	PDS000000110.2
PDT000006031.1	25	24	PDS000000073.2
PDT000006456.1	6	6	PDS000000073.2
PDT000005358.1	2		PDS000000235.1
PDT000005729.1	0		PDS000000339.1
PDT000006004.1	0		PDS000000339.1
PDT000005668.1	32	27	PDS000000236.1
PDT000005464.1			
PDT000005702.1			
PDT000006861.1			
