target_name,target_acc,amrfinder_results,nucleotide_fasta,protein_fasta,gff,contig_report
SAMEA4885773,PDT000005729.1,SAMEA4885773.amrfinder-plus,SAMEA4885773.dna.fa,SAMEA4885773.prot.fa,SAMEA4885773.gff,SAMEA4885773-rid95723.assembly.contig_report.txt
SAMEA4885774,PDT000006004.1,SAMEA4885774.amrfinder-plus,SAMEA4885774.dna.fa,SAMEA4885774.prot.fa,SAMEA4885774.gff,SAMEA4885774-rid96783.assembly.contig_report.txt
SAMEA4885775,PDT000005668.1,SAMEA4885775.amrfinder-plus,SAMEA4885775.dna.fa,SAMEA4885775.prot.fa,SAMEA4885775.gff,SAMEA4885775-rid25793.assembly.contig_report.txt
SAMEA4885776,PDT000005464.1,SAMEA4885776.amrfinder-plus,SAMEA4885776.dna.fa,SAMEA4885776.prot.fa,SAMEA4885776.gff,SAMEA4885776-rid94733.assembly.contig_report.txt
SAMEA4885777,PDT000005420.1,SAMEA4885777.amrfinder-plus,SAMEA4885777.dna.fa,SAMEA4885777.prot.fa,SAMEA4885777.gff,SAMEA4885777-rid94553.assembly.contig_report.txt
SAMEA4885778,PDT000005702.1,SAMEA4885778.amrfinder-plus,SAMEA4885778.dna.fa,SAMEA4885778.prot.fa,SAMEA4885778.gff,SAMEA4885778-rid65393.assembly.contig_report.txt
SAMEA4885779,PDT000006861.1,SAMEA4885779.amrfinder-plus,SAMEA4885779.dna.fa,SAMEA4885779.prot.fa,SAMEA4885779.gff,SAMEA4885779-rid67253.assembly.contig_report.txt
SAMEA4885780,PDT000006054.2,SAMEA4885780.amrfinder-plus,SAMEA4885780.dna.fa,SAMEA4885780.prot.fa,SAMEA4885780.gff,SAMEA4885780-rid13423.assembly.contig_report.txt
SAMEA4885782,PDT000006740.1,SAMEA4885782.amrfinder-plus,SAMEA4885782.dna.fa,SAMEA4885782.prot.fa,SAMEA4885782.gff,SAMEA4885782-rid47383.assembly.contig_report.txt
SAMEA4885783,PDT000006165.1,SAMEA4885783.amrfinder-plus,SAMEA4885783.dna.fa,SAMEA4885783.prot.fa,SAMEA4885783.gff,SAMEA4885783-rid97583.assembly.contig_report.txt
SAMEA4885784,PDT000006689.1,SAMEA4885784.amrfinder-plus,SAMEA4885784.dna.fa,SAMEA4885784.prot.fa,SAMEA4885784.gff,SAMEA4885784-rid99653.assembly.contig_report.txt
SAMEA4885785,PDT000005976.1,SAMEA4885785.amrfinder-plus,SAMEA4885785.dna.fa,SAMEA4885785.prot.fa,SAMEA4885785.gff,SAMEA4885785-rid96683.assembly.contig_report.txt
SAMEA4885786,PDT000006497.1,SAMEA4885786.amrfinder-plus,SAMEA4885786.dna.fa,SAMEA4885786.prot.fa,SAMEA4885786.gff,SAMEA4885786-rid27023.assembly.contig_report.txt
SAMEA4885788,PDT000006513.1,SAMEA4885788.amrfinder-plus,SAMEA4885788.dna.fa,SAMEA4885788.prot.fa,SAMEA4885788.gff,SAMEA4885788-rid98953.assembly.contig_report.txt
SAMEA4885789,PDT000006760.1,SAMEA4885789.amrfinder-plus,SAMEA4885789.dna.fa,SAMEA4885789.prot.fa,SAMEA4885789.gff,SAMEA4885789-rid99933.assembly.contig_report.txt
SAMEA4885790,PDT000006187.1,SAMEA4885790.amrfinder-plus,SAMEA4885790.dna.fa,SAMEA4885790.prot.fa,SAMEA4885790.gff,SAMEA4885790-rid46503.assembly.contig_report.txt
SAMEA4885791,PDT000005840.1,SAMEA4885791.amrfinder-plus,SAMEA4885791.dna.fa,SAMEA4885791.prot.fa,SAMEA4885791.gff,SAMEA4885791-rid96153.assembly.contig_report.txt
SAMEA4885792,PDT000005698.1,SAMEA4885792.amrfinder-plus,SAMEA4885792.dna.fa,SAMEA4885792.prot.fa,SAMEA4885792.gff,SAMEA4885792-rid45783.assembly.contig_report.txt
SAMEA4885793,PDT000006049.1,SAMEA4885793.amrfinder-plus,SAMEA4885793.dna.fa,SAMEA4885793.prot.fa,SAMEA4885793.gff,SAMEA4885793-rid96983.assembly.contig_report.txt
SAMEA4885794,PDT000006435.1,SAMEA4885794.amrfinder-plus,SAMEA4885794.dna.fa,SAMEA4885794.prot.fa,SAMEA4885794.gff,SAMEA4885794-rid26963.assembly.contig_report.txt
SAMEA4885796,PDT000005819.1,SAMEA4885796.amrfinder-plus,SAMEA4885796.dna.fa,SAMEA4885796.prot.fa,SAMEA4885796.gff,SAMEA4885796-rid65563.assembly.contig_report.txt
SAMEA4885797,PDT000006750.1,SAMEA4885797.amrfinder-plus,SAMEA4885797.dna.fa,SAMEA4885797.prot.fa,SAMEA4885797.gff,SAMEA4885797-rid67073.assembly.contig_report.txt
SAMEA4885798,PDT000005428.2,SAMEA4885798.amrfinder-plus,SAMEA4885798.dna.fa,SAMEA4885798.prot.fa,SAMEA4885798.gff,SAMEA4885798-rid12843.assembly.contig_report.txt
SAMEA4885799,PDT000006609.1,SAMEA4885799.amrfinder-plus,SAMEA4885799.dna.fa,SAMEA4885799.prot.fa,SAMEA4885799.gff,SAMEA4885799-rid66783.assembly.contig_report.txt
SAMEA4885800,PDT000005861.1,SAMEA4885800.amrfinder-plus,SAMEA4885800.dna.fa,SAMEA4885800.prot.fa,SAMEA4885800.gff,SAMEA4885800-rid26013.assembly.contig_report.txt
SAMEA4885802,PDT000005881.1,SAMEA4885802.amrfinder-plus,SAMEA4885802.dna.fa,SAMEA4885802.prot.fa,SAMEA4885802.gff,SAMEA4885802-rid26033.assembly.contig_report.txt
SAMEA4885803,PDT000006193.1,SAMEA4885803.amrfinder-plus,SAMEA4885803.dna.fa,SAMEA4885803.prot.fa,SAMEA4885803.gff,SAMEA4885803-rid97683.assembly.contig_report.txt
SAMEA4885804,PDT000006528.1,SAMEA4885804.amrfinder-plus,SAMEA4885804.dna.fa,SAMEA4885804.prot.fa,SAMEA4885804.gff,SAMEA4885804-rid99033.assembly.contig_report.txt
SAMEA4885805,PDT000005576.1,SAMEA4885805.amrfinder-plus,SAMEA4885805.dna.fa,SAMEA4885805.prot.fa,SAMEA4885805.gff,SAMEA4885805-rid65163.assembly.contig_report.txt
SAMEA4885806,PDT000005896.1,SAMEA4885806.amrfinder-plus,SAMEA4885806.dna.fa,SAMEA4885806.prot.fa,SAMEA4885806.gff,SAMEA4885806-rid26063.assembly.contig_report.txt
SAMEA4885807,PDT000005364.1,SAMEA4885807.amrfinder-plus,SAMEA4885807.dna.fa,SAMEA4885807.prot.fa,SAMEA4885807.gff,SAMEA4885807-rid64833.assembly.contig_report.txt
SAMEA4885808,PDT000005340.1,SAMEA4885808.amrfinder-plus,SAMEA4885808.dna.fa,SAMEA4885808.prot.fa,SAMEA4885808.gff,SAMEA4885808-rid25223.assembly.contig_report.txt
SAMEA4885809,PDT000006370.1,SAMEA4885809.amrfinder-plus,SAMEA4885809.dna.fa,SAMEA4885809.prot.fa,SAMEA4885809.gff,SAMEA4885809-rid98463.assembly.contig_report.txt
SAMEA4885810,PDT000006690.1,SAMEA4885810.amrfinder-plus,SAMEA4885810.dna.fa,SAMEA4885810.prot.fa,SAMEA4885810.gff,SAMEA4885810-rid99663.assembly.contig_report.txt
SAMEA4885811,PDT000006684.1,SAMEA4885811.amrfinder-plus,SAMEA4885811.dna.fa,SAMEA4885811.prot.fa,SAMEA4885811.gff,SAMEA4885811-rid27353.assembly.contig_report.txt
SAMEA4885812,PDT000005336.2,SAMEA4885812.amrfinder-plus,SAMEA4885812.dna.fa,SAMEA4885812.prot.fa,SAMEA4885812.gff,SAMEA4885812-rid12793.assembly.contig_report.txt
SAMEA4885813,PDT000005516.1,SAMEA4885813.amrfinder-plus,SAMEA4885813.dna.fa,SAMEA4885813.prot.fa,SAMEA4885813.gff,SAMEA4885813-rid65043.assembly.contig_report.txt
SAMEA4885814,PDT000006721.1,SAMEA4885814.amrfinder-plus,SAMEA4885814.dna.fa,SAMEA4885814.prot.fa,SAMEA4885814.gff,SAMEA4885814-rid47363.assembly.contig_report.txt
SAMEA4885815,PDT000006574.1,SAMEA4885815.amrfinder-plus,SAMEA4885815.dna.fa,SAMEA4885815.prot.fa,SAMEA4885815.gff,SAMEA4885815-rid66693.assembly.contig_report.txt
SAMEA4885816,PDT000005541.1,SAMEA4885816.amrfinder-plus,SAMEA4885816.dna.fa,SAMEA4885816.prot.fa,SAMEA4885816.gff,SAMEA4885816-rid65113.assembly.contig_report.txt
SAMEA4885817,PDT000005392.1,SAMEA4885817.amrfinder-plus,SAMEA4885817.dna.fa,SAMEA4885817.prot.fa,SAMEA4885817.gff,SAMEA4885817-rid94453.assembly.contig_report.txt
SAMEA4885818,PDT000005519.1,SAMEA4885818.amrfinder-plus,SAMEA4885818.dna.fa,SAMEA4885818.prot.fa,SAMEA4885818.gff,SAMEA4885818-rid65063.assembly.contig_report.txt
SAMEA4885819,PDT000006335.1,SAMEA4885819.amrfinder-plus,SAMEA4885819.dna.fa,SAMEA4885819.prot.fa,SAMEA4885819.gff,SAMEA4885819-rid26833.assembly.contig_report.txt
SAMEA4885822,PDT000005925.1,SAMEA4885822.amrfinder-plus,SAMEA4885822.dna.fa,SAMEA4885822.prot.fa,SAMEA4885822.gff,SAMEA4885822-rid26143.assembly.contig_report.txt
SAMEA4885823,PDT000005535.1,SAMEA4885823.amrfinder-plus,SAMEA4885823.dna.fa,SAMEA4885823.prot.fa,SAMEA4885823.gff,SAMEA4885823-rid65093.assembly.contig_report.txt
SAMEA4885824,PDT000006852.1,SAMEA4885824.amrfinder-plus,SAMEA4885824.dna.fa,SAMEA4885824.prot.fa,SAMEA4885824.gff,SAMEA4885824-rid27583.assembly.contig_report.txt
SAMEA4885825,PDT000005809.1,SAMEA4885825.amrfinder-plus,SAMEA4885825.dna.fa,SAMEA4885825.prot.fa,SAMEA4885825.gff,SAMEA4885825-rid25983.assembly.contig_report.txt
SAMEA4885826,PDT000005665.1,SAMEA4885826.amrfinder-plus,SAMEA4885826.dna.fa,SAMEA4885826.prot.fa,SAMEA4885826.gff,SAMEA4885826-rid65293.assembly.contig_report.txt
SAMEA4885827,PDT000005813.1,SAMEA4885827.amrfinder-plus,SAMEA4885827.dna.fa,SAMEA4885827.prot.fa,SAMEA4885827.gff,SAMEA4885827-rid65553.assembly.contig_report.txt
SAMEA4885828,PDT000005616.1,SAMEA4885828.amrfinder-plus,SAMEA4885828.dna.fa,SAMEA4885828.prot.fa,SAMEA4885828.gff,SAMEA4885828-rid25693.assembly.contig_report.txt
SAMEA4885829,PDT000006601.1,SAMEA4885829.amrfinder-plus,SAMEA4885829.dna.fa,SAMEA4885829.prot.fa,SAMEA4885829.gff,SAMEA4885829-rid99353.assembly.contig_report.txt
SAMEA4885830,PDT000006164.1,SAMEA4885830.amrfinder-plus,SAMEA4885830.dna.fa,SAMEA4885830.prot.fa,SAMEA4885830.gff,SAMEA4885830-rid97573.assembly.contig_report.txt
SAMEA4885831,PDT000005456.1,SAMEA4885831.amrfinder-plus,SAMEA4885831.dna.fa,SAMEA4885831.prot.fa,SAMEA4885831.gff,SAMEA4885831-rid25393.assembly.contig_report.txt
SAMEA4885832,PDT000006181.2,SAMEA4885832.amrfinder-plus,SAMEA4885832.dna.fa,SAMEA4885832.prot.fa,SAMEA4885832.gff,SAMEA4885832-rid13503.assembly.contig_report.txt
SAMEA4885833,PDT000006209.1,SAMEA4885833.amrfinder-plus,SAMEA4885833.dna.fa,SAMEA4885833.prot.fa,SAMEA4885833.gff,SAMEA4885833-rid97753.assembly.contig_report.txt
SAMEA4885834,PDT000006624.1,SAMEA4885834.amrfinder-plus,SAMEA4885834.dna.fa,SAMEA4885834.prot.fa,SAMEA4885834.gff,SAMEA4885834-rid47193.assembly.contig_report.txt
SAMEA4885835,PDT000005432.1,SAMEA4885835.amrfinder-plus,SAMEA4885835.dna.fa,SAMEA4885835.prot.fa,SAMEA4885835.gff,SAMEA4885835-rid45273.assembly.contig_report.txt
SAMEA4885837,PDT000005327.1,SAMEA4885837.amrfinder-plus,SAMEA4885837.dna.fa,SAMEA4885837.prot.fa,SAMEA4885837.gff,SAMEA4885837-rid64783.assembly.contig_report.txt
SAMEA4885838,PDT000006345.1,SAMEA4885838.amrfinder-plus,SAMEA4885838.dna.fa,SAMEA4885838.prot.fa,SAMEA4885838.gff,SAMEA4885838-rid46683.assembly.contig_report.txt
SAMEA4885839,PDT000006202.1,SAMEA4885839.amrfinder-plus,SAMEA4885839.dna.fa,SAMEA4885839.prot.fa,SAMEA4885839.gff,SAMEA4885839-rid46513.assembly.contig_report.txt
SAMEA4885840,PDT000006112.1,SAMEA4885840.amrfinder-plus,SAMEA4885840.dna.fa,SAMEA4885840.prot.fa,SAMEA4885840.gff,SAMEA4885840-rid46353.assembly.contig_report.txt
SAMEA4885841,PDT000005647.1,SAMEA4885841.amrfinder-plus,SAMEA4885841.dna.fa,SAMEA4885841.prot.fa,SAMEA4885841.gff,SAMEA4885841-rid95353.assembly.contig_report.txt
SAMEA4885842,PDT000006013.2,SAMEA4885842.amrfinder-plus,SAMEA4885842.dna.fa,SAMEA4885842.prot.fa,SAMEA4885842.gff,SAMEA4885842-rid13373.assembly.contig_report.txt
SAMEA4885843,PDT000005897.2,SAMEA4885843.amrfinder-plus,SAMEA4885843.dna.fa,SAMEA4885843.prot.fa,SAMEA4885843.gff,SAMEA4885843-rid13263.assembly.contig_report.txt
SAMEA4885844,PDT000006770.1,SAMEA4885844.amrfinder-plus,SAMEA4885844.dna.fa,SAMEA4885844.prot.fa,SAMEA4885844.gff,SAMEA4885844-rid67093.assembly.contig_report.txt
SAMEA4885845,PDT000005603.1,SAMEA4885845.amrfinder-plus,SAMEA4885845.dna.fa,SAMEA4885845.prot.fa,SAMEA4885845.gff,SAMEA4885845-rid95233.assembly.contig_report.txt
SAMEA4885846,PDT000006793.1,SAMEA4885846.amrfinder-plus,SAMEA4885846.dna.fa,SAMEA4885846.prot.fa,SAMEA4885846.gff,SAMEA4885846-rid27503.assembly.contig_report.txt
SAMEA4885847,PDT000006722.1,SAMEA4885847.amrfinder-plus,SAMEA4885847.dna.fa,SAMEA4885847.prot.fa,SAMEA4885847.gff,SAMEA4885847-rid67013.assembly.contig_report.txt
SAMEA4885848,PDT000006572.1,SAMEA4885848.amrfinder-plus,SAMEA4885848.dna.fa,SAMEA4885848.prot.fa,SAMEA4885848.gff,SAMEA4885848-rid66683.assembly.contig_report.txt
SAMEA4885849,PDT000006618.2,SAMEA4885849.amrfinder-plus,SAMEA4885849.dna.fa,SAMEA4885849.prot.fa,SAMEA4885849.gff,SAMEA4885849-rid13853.assembly.contig_report.txt
SAMEA4885850,PDT000005446.1,SAMEA4885850.amrfinder-plus,SAMEA4885850.dna.fa,SAMEA4885850.prot.fa,SAMEA4885850.gff,SAMEA4885850-rid94643.assembly.contig_report.txt
SAMEA4885851,PDT000006507.1,SAMEA4885851.amrfinder-plus,SAMEA4885851.dna.fa,SAMEA4885851.prot.fa,SAMEA4885851.gff,SAMEA4885851-rid27053.assembly.contig_report.txt
SAMEA4885852,PDT000006846.1,SAMEA4885852.amrfinder-plus,SAMEA4885852.dna.fa,SAMEA4885852.prot.fa,SAMEA4885852.gff,SAMEA4885852-rid47583.assembly.contig_report.txt
SAMEA4885853,PDT000005670.1,SAMEA4885853.amrfinder-plus,SAMEA4885853.dna.fa,SAMEA4885853.prot.fa,SAMEA4885853.gff,SAMEA4885853-rid65303.assembly.contig_report.txt
SAMEA4885854,PDT000005425.1,SAMEA4885854.amrfinder-plus,SAMEA4885854.dna.fa,SAMEA4885854.prot.fa,SAMEA4885854.gff,SAMEA4885854-rid64963.assembly.contig_report.txt
SAMEA4885855,PDT000005534.1,SAMEA4885855.amrfinder-plus,SAMEA4885855.dna.fa,SAMEA4885855.prot.fa,SAMEA4885855.gff,SAMEA4885855-rid95003.assembly.contig_report.txt
SAMEA4885856,PDT000006353.1,SAMEA4885856.amrfinder-plus,SAMEA4885856.dna.fa,SAMEA4885856.prot.fa,SAMEA4885856.gff,SAMEA4885856-rid98363.assembly.contig_report.txt
SAMEA4885857,PDT000005606.1,SAMEA4885857.amrfinder-plus,SAMEA4885857.dna.fa,SAMEA4885857.prot.fa,SAMEA4885857.gff,SAMEA4885857-rid25673.assembly.contig_report.txt
SAMEA4885858,PDT000005514.1,SAMEA4885858.amrfinder-plus,SAMEA4885858.dna.fa,SAMEA4885858.prot.fa,SAMEA4885858.gff,SAMEA4885858-rid94923.assembly.contig_report.txt
SAMEA4885859,PDT000006196.1,SAMEA4885859.amrfinder-plus,SAMEA4885859.dna.fa,SAMEA4885859.prot.fa,SAMEA4885859.gff,SAMEA4885859-rid97703.assembly.contig_report.txt
SAMEA4885860,PDT000006320.1,SAMEA4885860.amrfinder-plus,SAMEA4885860.dna.fa,SAMEA4885860.prot.fa,SAMEA4885860.gff,SAMEA4885860-rid98223.assembly.contig_report.txt
SAMEA4885861,PDT000005605.1,SAMEA4885861.amrfinder-plus,SAMEA4885861.dna.fa,SAMEA4885861.prot.fa,SAMEA4885861.gff,SAMEA4885861-rid25663.assembly.contig_report.txt
SAMEA4885862,PDT000006151.1,SAMEA4885862.amrfinder-plus,SAMEA4885862.dna.fa,SAMEA4885862.prot.fa,SAMEA4885862.gff,SAMEA4885862-rid97493.assembly.contig_report.txt
SAMEA4885864,PDT000006001.1,SAMEA4885864.amrfinder-plus,SAMEA4885864.dna.fa,SAMEA4885864.prot.fa,SAMEA4885864.gff,SAMEA4885864-rid26253.assembly.contig_report.txt
SAMEA4885865,PDT000006380.1,SAMEA4885865.amrfinder-plus,SAMEA4885865.dna.fa,SAMEA4885865.prot.fa,SAMEA4885865.gff,SAMEA4885865-rid46743.assembly.contig_report.txt
SAMEA4885866,PDT000006631.1,SAMEA4885866.amrfinder-plus,SAMEA4885866.dna.fa,SAMEA4885866.prot.fa,SAMEA4885866.gff,SAMEA4885866-rid27263.assembly.contig_report.txt
SAMEA4885867,PDT000005802.1,SAMEA4885867.amrfinder-plus,SAMEA4885867.dna.fa,SAMEA4885867.prot.fa,SAMEA4885867.gff,SAMEA4885867-rid95973.assembly.contig_report.txt
SAMEA4885868,PDT000005526.2,SAMEA4885868.amrfinder-plus,SAMEA4885868.dna.fa,SAMEA4885868.prot.fa,SAMEA4885868.gff,SAMEA4885868-rid12933.assembly.contig_report.txt
SAMEA4885869,PDT000006243.1,SAMEA4885869.amrfinder-plus,SAMEA4885869.dna.fa,SAMEA4885869.prot.fa,SAMEA4885869.gff,SAMEA4885869-rid26633.assembly.contig_report.txt
SAMEA4885871,PDT000006388.1,SAMEA4885871.amrfinder-plus,SAMEA4885871.dna.fa,SAMEA4885871.prot.fa,SAMEA4885871.gff,SAMEA4885871-rid66413.assembly.contig_report.txt
SAMEA4885872,PDT000005493.2,SAMEA4885872.amrfinder-plus,SAMEA4885872.dna.fa,SAMEA4885872.prot.fa,SAMEA4885872.gff,SAMEA4885872-rid12923.assembly.contig_report.txt
SAMEA4885873,PDT000006108.1,SAMEA4885873.amrfinder-plus,SAMEA4885873.dna.fa,SAMEA4885873.prot.fa,SAMEA4885873.gff,SAMEA4885873-rid26443.assembly.contig_report.txt
SAMEA4885874,PDT000006585.1,SAMEA4885874.amrfinder-plus,SAMEA4885874.dna.fa,SAMEA4885874.prot.fa,SAMEA4885874.gff,SAMEA4885874-rid99303.assembly.contig_report.txt
SAMEA4885875,PDT000005903.1,SAMEA4885875.amrfinder-plus,SAMEA4885875.dna.fa,SAMEA4885875.prot.fa,SAMEA4885875.gff,SAMEA4885875-rid96383.assembly.contig_report.txt
SAMEA4885876,PDT000006170.1,SAMEA4885876.amrfinder-plus,SAMEA4885876.dna.fa,SAMEA4885876.prot.fa,SAMEA4885876.gff,SAMEA4885876-rid46453.assembly.contig_report.txt
SAMEA4885877,PDT000005593.1,SAMEA4885877.amrfinder-plus,SAMEA4885877.dna.fa,SAMEA4885877.prot.fa,SAMEA4885877.gff,SAMEA4885877-rid25643.assembly.contig_report.txt
SAMEA4885879,PDT000005540.1,SAMEA4885879.amrfinder-plus,SAMEA4885879.dna.fa,SAMEA4885879.prot.fa,SAMEA4885879.gff,SAMEA4885879-rid95013.assembly.contig_report.txt
SAMEA4885880,PDT000005375.1,SAMEA4885880.amrfinder-plus,SAMEA4885880.dna.fa,SAMEA4885880.prot.fa,SAMEA4885880.gff,SAMEA4885880-rid64843.assembly.contig_report.txt
SAMEA4885881,PDT000006544.1,SAMEA4885881.amrfinder-plus,SAMEA4885881.dna.fa,SAMEA4885881.prot.fa,SAMEA4885881.gff,SAMEA4885881-rid47053.assembly.contig_report.txt
SAMEA4885882,PDT000006334.1,SAMEA4885882.amrfinder-plus,SAMEA4885882.dna.fa,SAMEA4885882.prot.fa,SAMEA4885882.gff,SAMEA4885882-rid66303.assembly.contig_report.txt
SAMEA4885883,PDT000005490.2,SAMEA4885883.amrfinder-plus,SAMEA4885883.dna.fa,SAMEA4885883.prot.fa,SAMEA4885883.gff,SAMEA4885883-rid12913.assembly.contig_report.txt
SAMEA4885884,PDT000005399.1,SAMEA4885884.amrfinder-plus,SAMEA4885884.dna.fa,SAMEA4885884.prot.fa,SAMEA4885884.gff,SAMEA4885884-rid64893.assembly.contig_report.txt
SAMEA4885885,PDT000006407.1,SAMEA4885885.amrfinder-plus,SAMEA4885885.dna.fa,SAMEA4885885.prot.fa,SAMEA4885885.gff,SAMEA4885885-rid46793.assembly.contig_report.txt
SAMEA4885886,PDT000006363.1,SAMEA4885886.amrfinder-plus,SAMEA4885886.dna.fa,SAMEA4885886.prot.fa,SAMEA4885886.gff,SAMEA4885886-rid98433.assembly.contig_report.txt
SAMEA4885887,PDT000005513.1,SAMEA4885887.amrfinder-plus,SAMEA4885887.dna.fa,SAMEA4885887.prot.fa,SAMEA4885887.gff,SAMEA4885887-rid94913.assembly.contig_report.txt
SAMEA4885888,PDT000005506.1,SAMEA4885888.amrfinder-plus,SAMEA4885888.dna.fa,SAMEA4885888.prot.fa,SAMEA4885888.gff,SAMEA4885888-rid45413.assembly.contig_report.txt
SAMEA4885889,PDT000006062.1,SAMEA4885889.amrfinder-plus,SAMEA4885889.dna.fa,SAMEA4885889.prot.fa,SAMEA4885889.gff,SAMEA4885889-rid97063.assembly.contig_report.txt
SAMEA4885890,PDT000006333.1,SAMEA4885890.amrfinder-plus,SAMEA4885890.dna.fa,SAMEA4885890.prot.fa,SAMEA4885890.gff,SAMEA4885890-rid26823.assembly.contig_report.txt
SAMEA4885891,PDT000005408.1,SAMEA4885891.amrfinder-plus,SAMEA4885891.dna.fa,SAMEA4885891.prot.fa,SAMEA4885891.gff,SAMEA4885891-rid45253.assembly.contig_report.txt
SAMEA4885892,PDT000005508.1,SAMEA4885892.amrfinder-plus,SAMEA4885892.dna.fa,SAMEA4885892.prot.fa,SAMEA4885892.gff,SAMEA4885892-rid45423.assembly.contig_report.txt
SAMEA4885893,PDT000006475.2,SAMEA4885893.amrfinder-plus,SAMEA4885893.dna.fa,SAMEA4885893.prot.fa,SAMEA4885893.gff,SAMEA4885893-rid13773.assembly.contig_report.txt
SAMEA4885894,PDT000006745.1,SAMEA4885894.amrfinder-plus,SAMEA4885894.dna.fa,SAMEA4885894.prot.fa,SAMEA4885894.gff,SAMEA4885894-rid47403.assembly.contig_report.txt
SAMEA4885895,PDT000006391.2,SAMEA4885895.amrfinder-plus,SAMEA4885895.dna.fa,SAMEA4885895.prot.fa,SAMEA4885895.gff,SAMEA4885895-rid13643.assembly.contig_report.txt
SAMEA4885896,PDT000005656.1,SAMEA4885896.amrfinder-plus,SAMEA4885896.dna.fa,SAMEA4885896.prot.fa,SAMEA4885896.gff,SAMEA4885896-rid65283.assembly.contig_report.txt
SAMEA4885897,PDT000006636.1,SAMEA4885897.amrfinder-plus,SAMEA4885897.dna.fa,SAMEA4885897.prot.fa,SAMEA4885897.gff,SAMEA4885897-rid99453.assembly.contig_report.txt
SAMEA4885898,PDT000006765.1,SAMEA4885898.amrfinder-plus,SAMEA4885898.dna.fa,SAMEA4885898.prot.fa,SAMEA4885898.gff,SAMEA4885898-rid99953.assembly.contig_report.txt
SAMEA4885899,PDT000006308.1,SAMEA4885899.amrfinder-plus,SAMEA4885899.dna.fa,SAMEA4885899.prot.fa,SAMEA4885899.gff,SAMEA4885899-rid46623.assembly.contig_report.txt
SAMEA4885900,PDT000005453.1,SAMEA4885900.amrfinder-plus,SAMEA4885900.dna.fa,SAMEA4885900.prot.fa,SAMEA4885900.gff,SAMEA4885900-rid45293.assembly.contig_report.txt
SAMEA4885901,PDT000005825.1,SAMEA4885901.amrfinder-plus,SAMEA4885901.dna.fa,SAMEA4885901.prot.fa,SAMEA4885901.gff,SAMEA4885901-rid65593.assembly.contig_report.txt
SAMEA4885902,PDT000005964.1,SAMEA4885902.amrfinder-plus,SAMEA4885902.dna.fa,SAMEA4885902.prot.fa,SAMEA4885902.gff,SAMEA4885902-rid46153.assembly.contig_report.txt
SAMEA4885903,PDT000005537.1,SAMEA4885903.amrfinder-plus,SAMEA4885903.dna.fa,SAMEA4885903.prot.fa,SAMEA4885903.gff,SAMEA4885903-rid65103.assembly.contig_report.txt
SAMEA4885904,PDT000006775.1,SAMEA4885904.amrfinder-plus,SAMEA4885904.dna.fa,SAMEA4885904.prot.fa,SAMEA4885904.gff,SAMEA4885904-rid99993.assembly.contig_report.txt
SAMEA4885905,PDT000006106.1,SAMEA4885905.amrfinder-plus,SAMEA4885905.dna.fa,SAMEA4885905.prot.fa,SAMEA4885905.gff,SAMEA4885905-rid97313.assembly.contig_report.txt
SAMEA4885906,PDT000006359.1,SAMEA4885906.amrfinder-plus,SAMEA4885906.dna.fa,SAMEA4885906.prot.fa,SAMEA4885906.gff,SAMEA4885906-rid66353.assembly.contig_report.txt
SAMEA4885908,PDT000006350.1,SAMEA4885908.amrfinder-plus,SAMEA4885908.dna.fa,SAMEA4885908.prot.fa,SAMEA4885908.gff,SAMEA4885908-rid98353.assembly.contig_report.txt
SAMEA4885909,PDT000005601.1,SAMEA4885909.amrfinder-plus,SAMEA4885909.dna.fa,SAMEA4885909.prot.fa,SAMEA4885909.gff,SAMEA4885909-rid45613.assembly.contig_report.txt
SAMEA4885910,PDT000006271.1,SAMEA4885910.amrfinder-plus,SAMEA4885910.dna.fa,SAMEA4885910.prot.fa,SAMEA4885910.gff,SAMEA4885910-rid98023.assembly.contig_report.txt
SAMEA4885911,PDT000006171.1,SAMEA4885911.amrfinder-plus,SAMEA4885911.dna.fa,SAMEA4885911.prot.fa,SAMEA4885911.gff,SAMEA4885911-rid66033.assembly.contig_report.txt
SAMEA4885912,PDT000006095.1,SAMEA4885912.amrfinder-plus,SAMEA4885912.dna.fa,SAMEA4885912.prot.fa,SAMEA4885912.gff,SAMEA4885912-rid97273.assembly.contig_report.txt
SAMEA4885913,PDT000006832.1,SAMEA4885913.amrfinder-plus,SAMEA4885913.dna.fa,SAMEA4885913.prot.fa,SAMEA4885913.gff,SAMEA4885913-rid67203.assembly.contig_report.txt
SAMEA4885914,PDT000006317.1,SAMEA4885914.amrfinder-plus,SAMEA4885914.dna.fa,SAMEA4885914.prot.fa,SAMEA4885914.gff,SAMEA4885914-rid46653.assembly.contig_report.txt
SAMEA4885915,PDT000006529.1,SAMEA4885915.amrfinder-plus,SAMEA4885915.dna.fa,SAMEA4885915.prot.fa,SAMEA4885915.gff,SAMEA4885915-rid99043.assembly.contig_report.txt
SAMEA4885916,PDT000005565.1,SAMEA4885916.amrfinder-plus,SAMEA4885916.dna.fa,SAMEA4885916.prot.fa,SAMEA4885916.gff,SAMEA4885916-rid95113.assembly.contig_report.txt
SAMEA4885917,PDT000005836.1,SAMEA4885917.amrfinder-plus,SAMEA4885917.dna.fa,SAMEA4885917.prot.fa,SAMEA4885917.gff,SAMEA4885917-rid45953.assembly.contig_report.txt
