string_field_0,string_field_1,string_field_2,string_field_3
PDS000000354.1,PDT000017712.1,SAMN07141433,
PDS000000354.1,PDT000017714.1,SAMN07141391,
PDS000000354.1,PDT000017718.1,SAMN07141439,
PDS000000354.1,PDT000017719.2,SAMN07141438,
PDS000000354.1,PDT000017721.1,SAMN07141396,
PDS000000354.1,PDT000017722.1,SAMN07141529,
PDS000000354.1,PDT000017723.1,SAMN07141528,
PDS000000354.1,PDT000017724.1,SAMN07141525,
PDS000000354.1,PDT000017725.1,SAMN07141524,
PDS000000354.1,PDT000017726.1,SAMN07141527,
PDS000000354.1,PDT000017727.1,SAMN07141526,
PDS000000354.1,PDT000017728.1,SAMN07141521,
PDS000000354.1,PDT000017729.1,SAMN07141520,
PDS000000354.1,PDT000017730.1,SAMN07141523,
PDS000000354.1,PDT000017731.2,SAMN07141522,
PDS000000354.1,PDT000017741.1,SAMN07141489,
PDS000000354.1,PDT000017743.1,SAMN07141381,
PDS000000354.1,PDT000017750.1,SAMN07141498,
PDS000000354.1,PDT000017751.1,SAMN07141497,
PDS000000354.1,PDT000017752.1,SAMN07141496,
PDS000000354.1,PDT000017754.1,SAMN07141494,
PDS000000354.1,PDT000017755.1,SAMN07141493,
PDS000000354.1,PDT000017758.1,SAMN07141490,
PDS000000354.1,PDT000017759.1,SAMN07141417,
PDS000000354.1,PDT000017760.1,SAMN07141416,
PDS000000354.1,PDT000017766.1,SAMN07141410,
PDS000000354.1,PDT000017767.2,SAMN07141419,
PDS000000354.1,PDT000017775.1,SAMN07141334,
PDS000000354.1,PDT000017780.1,SAMN07141534,
PDS000000354.1,PDT000017783.1,SAMN07141532,
PDS000000354.1,PDT000017787.1,SAMN07141389,
PDS000000354.1,PDT000017788.2,SAMN07141462,
PDS000000354.1,PDT000017789.1,SAMN07141463,
PDS000000354.1,PDT000017795.1,SAMN07141465,
PDS000000354.1,PDT000017798.1,SAMN07141402,
PDS000000354.1,PDT000017799.1,SAMN07141403,
PDS000000354.1,PDT000017802.1,SAMN07141406,
PDS000000354.1,PDT000017803.1,SAMN07141407,
PDS000000354.1,PDT000017807.1,SAMN07141383,
PDS000000354.1,PDT000017817.1,SAMN07141479,
PDS000000354.1,PDT000017818.1,SAMN07141478,
PDS000000354.1,PDT000017819.1,SAMN07141471,
PDS000000354.1,PDT000017820.1,SAMN07141470,
PDS000000354.1,PDT000017821.1,SAMN07141473,
PDS000000354.1,PDT000017823.1,SAMN07141475,
PDS000000354.1,PDT000017828.1,SAMN07141354,
PDS000000354.1,PDT000017831.1,SAMN07141351,
PDS000000354.1,PDT000017836.1,SAMN07141359,
PDS000000354.1,PDT000017840.2,SAMN07141533,
PDS000000354.1,PDT000017841.1,SAMN07141562,
PDS000000354.1,PDT000017850.2,SAMN07141503,
PDS000000354.1,PDT000017853.1,SAMN07141530,
PDS000000354.1,PDT000017861.1,SAMN07141441,
PDS000000354.1,PDT000017863.1,SAMN07141443,
PDS000000354.1,PDT000017869.1,SAMN07141343,
PDS000000354.1,PDT000019371.1,SAMN09401199,
PDS000000354.1,PDT000019377.2,SAMN09401205,
PDS000000354.1,PDT000019431.1,SAMN09401162,
PDS000000354.1,PDT000019451.1,SAMN09401353,
PDS000000354.1,PDT000019533.1,SAMN09401141,
PDS000000354.1,PDT000019561.1,SAMN09401394,
PDS000000354.1,PDT000019562.1,SAMN09401393,
PDS000000354.1,PDT000019581.1,SAMN09401261,
PDS000000354.1,PDT000019584.2,SAMN09401259,
PDS000000354.1,PDT000019607.1,SAMN09401384,
PDS000000354.1,PDT000019614.1,SAMN09401387,
PDS000000354.1,PDT000019627.2,SAMN09401114,
PDS000000354.1,PDT000019649.1,SAMN09401264,
PDS000000354.1,PDT000019654.2,SAMN09401209,
PDS000000354.1,PDT000019682.1,SAMN09401445,
PDS000000354.1,PDT000019733.1,SAMN09401415,
PDS000000354.1,PDT000019742.1,SAMN09401151,
PDS000000354.1,PDT000019780.1,SAMN09401469,
PDS000000354.1,PDT000019782.1,SAMN09401331,
PDS000000354.1,PDT000019859.1,SAMN09401456,
PDS000000354.1,PDT000019862.1,SAMN09401365,
PDS000000354.1,PDT000019866.1,SAMN09401361,
PDS000000354.1,PDT000019867.1,SAMN09401362,
PDS000000354.1,PDT000019922.1,SAMN09401429,
PDS000000354.1,PDT000019990.2,SAMN09401402,
PDS000000354.1,PDT000020021.1,SAMN09401342,
PDS000000354.1,PDT000020077.1,SAMN09401255,
PDS000000354.1,PDT000020101.1,SAMN09401459,
PDS000000354.1,PDT000020212.1,SAMN09401372,
PDS000000354.1,PDT000020221.1,SAMN09401377,
PDS000000354.1,PDT000020268.1,SAMN09401444,
PDS000000354.1,PDT000021489.1,SAMN10039107,
PDS000000311.1,PDT000001043.1,SAMEA3916056,
PDS000000311.1,PDT000001167.1,SAMEA3916354,
PDS000000311.1,PDT000001238.1,SAMEA3916429,
PDS000000311.1,PDT000001386.1,SAMEA3916584,
PDS000000311.1,PDT000001389.1,SAMEA3916589,
PDS000000311.1,PDT000001443.1,SAMEA3916650,
PDS000000311.1,PDT000001699.1,SAMEA3893873,
PDS000000311.1,PDT000001713.1,SAMEA3893887,
PDS000000311.1,PDT000001801.1,SAMEA3893975,
PDS000000311.1,PDT000001856.1,SAMEA3893471,
PDS000000311.1,PDT000001857.1,SAMEA3893472,
PDS000000311.1,PDT000001858.1,SAMEA3893473,
PDS000000311.1,PDT000001859.1,SAMEA3893475,
PDS000000311.1,PDT000001860.1,SAMEA3893477,
PDS000000311.1,PDT000001861.1,SAMEA3893479,
PDS000000311.1,PDT000001862.1,SAMEA3893480,
PDS000000311.1,PDT000001872.1,SAMEA3893497,
PDS000000311.1,PDT000001873.1,SAMEA3893499,
PDS000000311.1,PDT000001874.1,SAMEA3893501,
PDS000000311.1,PDT000002028.1,SAMEA3893654,
PDS000000311.1,PDT000002083.1,SAMEA3893686,
PDS000000311.1,PDT000002188.1,SAMEA3893808,
PDS000000311.1,PDT000002190.1,SAMEA3893810,
PDS000000311.1,PDT000002345.1,SAMEA3894196,
PDS000000311.1,PDT000002346.1,SAMEA3894197,
PDS000000311.1,PDT000002347.1,SAMEA3894198,
PDS000000311.1,PDT000002348.1,SAMEA3894199,
PDS000000311.1,PDT000002349.1,SAMEA3894200,
PDS000000311.1,PDT000002356.1,SAMEA3894207,
PDS000000311.1,PDT000002358.1,SAMEA3894023,
PDS000000311.1,PDT000002364.1,SAMEA3894029,
PDS000000311.1,PDT000002365.1,SAMEA3894030,
PDS000000311.1,PDT000002413.1,SAMEA3894078,
PDS000000311.1,PDT000002418.1,SAMEA3894083,
PDS000000311.1,PDT000002468.1,SAMEA3894226,
PDS000000311.1,PDT000002469.1,SAMEA3894227,
PDS000000311.1,PDT000002470.1,SAMEA3894228,
PDS000000311.1,PDT000002595.1,SAMEA3894353,
PDS000000311.1,PDT000002667.1,SAMEA3894425,
PDS000000311.1,PDT000002742.1,SAMEA3894462,
PDS000000311.1,PDT000002744.1,SAMEA3894466,
PDS000000311.1,PDT000002871.1,SAMEA3916138,
PDS000000311.1,PDT000002896.1,SAMEA3916163,
PDS000000311.1,PDT000002923.1,SAMEA3916190,
PDS000000311.1,PDT000003570.1,SAMEA4553992,
PDS000000311.1,PDT000003572.1,SAMEA4553994,
PDS000000311.1,PDT000003580.1,SAMEA4554002,
PDS000000311.1,PDT000003582.1,SAMEA4554004,
PDS000000311.1,PDT000003583.1,SAMEA4554005,
PDS000000311.1,PDT000003588.1,SAMEA4554010,
PDS000000311.1,PDT000003592.1,SAMEA4554014,
PDS000000311.1,PDT000003597.1,SAMEA4554019,
PDS000000311.1,PDT000003613.1,SAMEA4554035,
PDS000000311.1,PDT000003616.2,SAMEA4554038,
PDS000000311.1,PDT000003618.1,SAMEA4554040,
PDS000000311.1,PDT000003636.1,SAMEA4554058,
PDS000000311.1,PDT000003637.1,SAMEA4554059,
PDS000000311.1,PDT000003638.1,SAMEA4554060,
PDS000000311.1,PDT000003641.1,SAMEA4554063,
PDS000000311.1,PDT000003643.1,SAMEA4554065,
PDS000000311.1,PDT000003663.1,SAMEA4554085,
PDS000000311.1,PDT000003664.1,SAMEA4554086,
PDS000000311.1,PDT000003666.1,SAMEA4554088,
PDS000000311.1,PDT000003667.1,SAMEA4554089,
PDS000000311.1,PDT000003668.1,SAMEA4554090,
PDS000000311.1,PDT000003669.1,SAMEA4554091,
PDS000000311.1,PDT000003670.1,SAMEA4554092,
PDS000000311.1,PDT000003671.1,SAMEA4554093,
PDS000000311.1,PDT000003672.1,SAMEA4554094,
PDS000000311.1,PDT000003673.2,SAMEA4554095,
PDS000000311.1,PDT000003674.1,SAMEA4554096,
PDS000000311.1,PDT000003676.1,SAMEA4554098,
PDS000000311.1,PDT000003678.1,SAMEA4554100,
PDS000000311.1,PDT000003679.1,SAMEA4554101,
PDS000000311.1,PDT000003687.1,SAMEA4554109,
PDS000000311.1,PDT000003689.1,SAMEA4554111,
PDS000000311.1,PDT000003692.1,SAMEA4554114,
PDS000000311.1,PDT000003694.1,SAMEA4554116,
PDS000000311.1,PDT000003696.1,SAMEA4554118,
PDS000000311.1,PDT000003719.1,SAMEA4554141,
PDS000000311.1,PDT000003735.1,SAMEA4554157,
PDS000000311.1,PDT000003736.1,SAMEA4554158,
PDS000000311.1,PDT000003757.2,SAMEA4554179,
PDS000000311.1,PDT000003758.1,SAMEA4554180,
PDS000000311.1,PDT000003763.1,SAMEA4554185,
PDS000000311.1,PDT000003766.1,SAMEA4554188,
PDS000000311.1,PDT000003767.2,SAMEA4554189,
PDS000000311.1,PDT000003768.1,SAMEA4554190,
PDS000000311.1,PDT000003769.1,SAMEA4554191,
PDS000000311.1,PDT000003770.2,SAMEA4554192,
PDS000000311.1,PDT000003772.1,SAMEA4554194,
PDS000000311.1,PDT000003778.1,SAMEA4554200,
PDS000000311.1,PDT000003779.1,SAMEA4554201,
PDS000000311.1,PDT000003784.1,SAMEA4554206,
PDS000000311.1,PDT000004868.2,SAMEA4553989,
PDS000000311.1,PDT000005058.1,SAMEA104076600,
PDS000000311.1,PDT000005169.1,SAMEA104076806,
PDS000000311.1,PDT000005170.1,SAMEA104076807,
PDS000000311.1,PDT000005209.1,SAMEA104076846,
PDS000000311.1,PDT000005249.1,SAMEA104076709,
PDS000000311.1,PDT000005250.1,SAMEA104076710,
PDS000000311.1,PDT000005262.1,SAMEA104076722,
PDS000000311.1,PDT000005268.1,SAMEA104076730,
PDS000000311.1,PDT000005280.1,SAMEA104076742,
PDS000000311.1,PDT000005293.1,SAMEA104076758,
PDS000000311.1,PDT000005307.1,SAMEA104076770,
PDS000000311.1,PDT000005308.1,SAMEA104076771,
PDS000000311.1,PDT000005312.1,SAMEA104076775,
PDS000000311.1,PDT000007792.1,SAMEA104403648,
PDS000000311.1,PDT000007835.1,SAMEA104364796,
PDS000000311.1,PDT000007836.1,SAMEA104364797,
PDS000000311.1,PDT000007837.1,SAMEA104364798,
PDS000000311.1,PDT000007840.1,SAMEA104364801,
PDS000000311.1,PDT000007841.1,SAMEA104364802,
PDS000000311.1,PDT000007845.1,SAMEA104364806,
PDS000000311.1,PDT000007855.1,SAMEA104364817,
PDS000000311.1,PDT000007861.1,SAMEA104364823,
PDS000000311.1,PDT000007866.1,SAMEA104364830,
PDS000000311.1,PDT000007867.1,SAMEA104364831,
PDS000000311.1,PDT000007875.1,SAMEA104364840,
PDS000000311.1,PDT000007876.1,SAMEA104364841,
PDS000000311.1,PDT000007882.1,SAMEA104364853,
PDS000000311.1,PDT000007888.1,SAMEA104364860,
PDS000000311.1,PDT000007894.1,SAMEA104364878,
PDS000000311.1,PDT000007896.1,SAMEA104364884,
PDS000000311.1,PDT000007897.1,SAMEA104364890,
PDS000000311.1,PDT000007902.1,SAMEA104364919,
PDS000000311.1,PDT000007906.1,SAMEA104364933,
PDS000000311.1,PDT000007909.1,SAMEA104364936,
PDS000000311.1,PDT000007910.1,SAMEA104364937,
PDS000000311.1,PDT000007913.1,SAMEA104364940,
PDS000000311.1,PDT000007915.1,SAMEA104364942,
PDS000000311.1,PDT000007917.1,SAMEA104364944,
PDS000000311.1,PDT000007923.1,SAMEA104364950,
PDS000000311.1,PDT000007924.1,SAMEA104364951,
PDS000000311.1,PDT000009778.1,SAMEA2163611,
PDS000000311.1,PDT000009780.1,SAMEA1972136,
PDS000000311.1,PDT000009868.1,SAMEA2148195,
PDS000000311.1,PDT000011317.1,SAMEA3304496,
PDS000000311.1,PDT000018677.1,SAMN08537847,
PDS000000311.1,PDT000018684.1,SAMN08537844,
PDS000000311.1,PDT000018685.1,SAMN08537845,
PDS000000576.1,PDT000000743.1,SAMEA3716947,
PDS000000576.1,PDT000000997.1,SAMEA4052472,
PDS000000576.1,PDT000001067.1,SAMEA3916230,
PDS000000576.1,PDT000001204.1,SAMEA3916392,
PDS000000576.1,PDT000001207.1,SAMEA3916395,
PDS000000576.1,PDT000001212.1,SAMEA3916400,
PDS000000576.1,PDT000001422.1,SAMEA3916625,
PDS000000576.1,PDT000001423.1,SAMEA3916626,
PDS000000576.1,PDT000001429.1,SAMEA3916635,
PDS000000576.1,PDT000001695.1,SAMEA3893869,
PDS000000576.1,PDT000001744.1,SAMEA3893918,
PDS000000576.1,PDT000001792.1,SAMEA3893966,
PDS000000576.1,PDT000001794.1,SAMEA3893968,
PDS000000576.1,PDT000001796.1,SAMEA3893970,
PDS000000576.1,PDT000001799.1,SAMEA3893973,
PDS000000576.1,PDT000001800.1,SAMEA3893974,
PDS000000576.1,PDT000002122.1,SAMEA3893742,
PDS000000576.1,PDT000002223.1,SAMEA3941967,
PDS000000576.1,PDT000002245.1,SAMEA3941989,
PDS000000576.1,PDT000002261.1,SAMEA3942005,
PDS000000576.1,PDT000002696.1,SAMEA3894458,
PDS000000576.1,PDT000002697.1,SAMEA3894460,
PDS000000576.1,PDT000002705.1,SAMEA3894476,
PDS000000576.1,PDT000002706.1,SAMEA3894478,
PDS000000576.1,PDT000002707.1,SAMEA3894480,
PDS000000576.1,PDT000002743.1,SAMEA3894464,
PDS000000576.1,PDT000002748.1,SAMEA3894475,
PDS000000576.1,PDT000002750.1,SAMEA3894479,
PDS000000576.1,PDT000002751.1,SAMEA3894481,
PDS000000576.1,PDT000002752.1,SAMEA3894484,
PDS000000576.1,PDT000002753.1,SAMEA3894486,
PDS000000576.1,PDT000002755.1,SAMEA3894492,
PDS000000576.1,PDT000002762.1,SAMEA3894508,
PDS000000576.1,PDT000002766.1,SAMEA3894517,
PDS000000576.1,PDT000002803.1,SAMEA3894561,
PDS000000576.1,PDT000002822.1,SAMEA3916089,
PDS000000576.1,PDT000002831.1,SAMEA3916098,
PDS000000576.1,PDT000002840.1,SAMEA3916107,
PDS000000576.1,PDT000002851.1,SAMEA3916118,
PDS000000576.1,PDT000002857.2,SAMEA3916124,
PDS000000576.1,PDT000002858.1,SAMEA3916125,
PDS000000576.1,PDT000002862.1,SAMEA3916129,
PDS000000576.1,PDT000002863.1,SAMEA3916130,
PDS000000576.1,PDT000002945.1,SAMEA3916212,
PDS000000576.1,PDT000003793.1,SAMEA104151553,
PDS000000576.1,PDT000004256.1,SAMEA104703754,
PDS000000576.1,PDT000005402.2,SAMEA4885604,
PDS000000576.1,PDT000005496.1,SAMEA4885674,
PDS000000576.1,PDT000005519.1,SAMEA4885818,
PDS000000576.1,PDT000005541.1,SAMEA4885816,
PDS000000576.1,PDT000005555.1,SAMEA4885562,
PDS000000576.1,PDT000005619.1,SAMEA4885490,
PDS000000576.1,PDT000005686.1,SAMEA4885194,
PDS000000576.1,PDT000005689.1,SAMEA4885550,
PDS000000576.1,PDT000005743.1,SAMEA4885579,
PDS000000576.1,PDT000005746.1,SAMEA4885644,
PDS000000576.1,PDT000005748.1,SAMEA4885487,
PDS000000576.1,PDT000005807.1,SAMEA4885495,
PDS000000576.1,PDT000005821.1,SAMEA4885591,
PDS000000576.1,PDT000005826.1,SAMEA4885601,
PDS000000576.1,PDT000005845.2,SAMEA4885584,
PDS000000576.1,PDT000005860.1,SAMEA4885192,
PDS000000576.1,PDT000005872.1,SAMEA4885546,
PDS000000576.1,PDT000005873.1,SAMEA4885545,
PDS000000576.1,PDT000005895.1,SAMEA4885600,
PDS000000576.1,PDT000006016.2,SAMEA4885491,
PDS000000576.1,PDT000006089.1,SAMEA4885585,
PDS000000576.1,PDT000006109.1,SAMEA4885605,
PDS000000576.1,PDT000006127.1,SAMEA4885193,
PDS000000576.1,PDT000006135.1,SAMEA4885551,
PDS000000576.1,PDT000006148.1,SAMEA4885599,
PDS000000576.1,PDT000006193.1,SAMEA4885803,
PDS000000576.1,PDT000006197.1,SAMEA4885762,
PDS000000576.1,PDT000006369.2,SAMEA4885596,
PDS000000576.1,PDT000006417.1,SAMEA4885592,
PDS000000576.1,PDT000006418.2,SAMEA4885486,
PDS000000576.1,PDT000006428.1,SAMEA4885594,
PDS000000576.1,PDT000006502.1,SAMEA4885593,
PDS000000576.1,PDT000006815.1,SAMEA4885489,
PDS000000576.1,PDT000006860.1,SAMEA4885493,
PDS000000576.1,PDT000006888.1,SAMEA4885544,
PDS000000576.1,PDT000007073.1,SAMEA5128256,
PDS000000576.1,PDT000007088.1,SAMEA5128236,
PDS000000576.1,PDT000007090.1,SAMEA5128238,
PDS000000576.1,PDT000008019.1,SAMEA5368716,
PDS000000576.1,PDT000008046.1,SAMEA5368001,
PDS000000576.1,PDT000008097.1,SAMEA5368589,
PDS000000576.1,PDT000008105.1,SAMEA5367804,
PDS000000576.1,PDT000008275.1,SAMEA5368770,
PDS000000576.1,PDT000008277.1,SAMEA5368655,
PDS000000576.1,PDT000008322.1,SAMEA5368801,
PDS000000576.1,PDT000008351.1,SAMEA5368792,
PDS000000576.1,PDT000008375.1,SAMEA5368184,
PDS000000576.1,PDT000008470.1,SAMEA5368210,
PDS000000576.1,PDT000008479.1,SAMEA5368198,
PDS000000576.1,PDT000008490.1,SAMEA5368200,
PDS000000576.1,PDT000008501.1,SAMEA5368222,
PDS000000576.1,PDT000008575.1,SAMEA5368296,
PDS000000576.1,PDT000008761.1,SAMEA5368532,
PDS000000576.1,PDT000008773.1,SAMEA5368412,
PDS000000576.1,PDT000008775.1,SAMEA5368449,
PDS000000576.1,PDT000008874.1,SAMEA5367906,
PDS000000576.1,PDT000008875.2,SAMEA5367908,
PDS000000576.1,PDT000008878.1,SAMEA5367779,
PDS000000576.1,PDT000008886.1,SAMEA5367781,
PDS000000576.1,PDT000008943.1,SAMEA5367881,
PDS000000576.1,PDT000008972.1,SAMEA5367946,
PDS000000576.1,PDT000008979.1,SAMEA5367977,
PDS000000576.1,PDT000008993.2,SAMEA5367989,
PDS000000576.1,PDT000009256.1,SAMEA2152492,
PDS000000576.1,PDT000009949.1,SAMEA2142743,
PDS000000576.1,PDT000010209.1,SAMEA2162436,
PDS000000576.1,PDT000010275.1,SAMEA2150875,
PDS000000576.1,PDT000010406.1,SAMEA3180256,
PDS000000576.1,PDT000011070.1,SAMEA3389021,
PDS000000576.1,PDT000011103.1,SAMEA3389054,
PDS000000576.1,PDT000011104.1,SAMEA3389055,
PDS000000576.1,PDT000011358.1,SAMEA3304206,
PDS000000576.1,PDT000018171.1,SAMN07816944,
PDS000000576.1,PDT000018174.1,SAMN07816947,
PDS000000576.1,PDT000018301.1,SAMN07816983,
PDS000000576.1,PDT000018779.1,SAMN08596243,
PDS000000576.1,PDT000019153.1,SAMN08911105,
PDS000000576.1,PDT000019734.1,SAMN09401414,
PDS000000576.1,PDT000023118.1,SAMN11580816,
PDS000000576.1,PDT000023123.1,SAMN11579869,
PDS000000576.1,PDT000023127.1,SAMN11579802,
PDS000000576.1,PDT000023128.1,SAMN11579803,
PDS000000576.1,PDT000023159.1,SAMN11579805,
PDS000000102.2,PDT000001028.1,SAMEA3916041,
PDS000000102.2,PDT000001032.1,SAMEA3916045,
PDS000000102.2,PDT000001254.1,SAMEA3916446,
PDS000000102.2,PDT000001255.2,SAMEA3916447,
PDS000000102.2,PDT000001256.1,SAMEA3916448,
PDS000000102.2,PDT000001257.1,SAMEA3916449,
PDS000000102.2,PDT000001258.1,SAMEA3916450,
PDS000000102.2,PDT000001277.1,SAMEA3916472,
PDS000000102.2,PDT000001396.1,SAMEA3916597,
PDS000000102.2,PDT000001709.1,SAMEA3893883,
PDS000000102.2,PDT000002314.1,SAMEA3894165,
PDS000000102.2,PDT000002401.1,SAMEA3894066,
PDS000000102.2,PDT000002478.1,SAMEA3894236,
PDS000000102.2,PDT000002479.1,SAMEA3894237,
PDS000000102.2,PDT000002480.1,SAMEA3894238,
PDS000000102.2,PDT000002481.1,SAMEA3894239,
PDS000000102.2,PDT000002482.1,SAMEA3894240,
PDS000000102.2,PDT000002602.1,SAMEA3894360,
PDS000000102.2,PDT000002638.1,SAMEA3894396,
PDS000000102.2,PDT000002936.1,SAMEA3916203,
PDS000000102.2,PDT000002973.1,SAMEA4364706,
PDS000000102.2,PDT000005054.1,SAMEA104076596,
PDS000000102.2,PDT000005071.1,SAMEA104076613,
PDS000000102.2,PDT000005079.1,SAMEA104076621,
PDS000000102.2,PDT000005091.1,SAMEA104076633,
PDS000000102.2,PDT000005092.1,SAMEA104076634,
PDS000000102.2,PDT000005093.1,SAMEA104076635,
PDS000000102.2,PDT000005100.1,SAMEA104076642,
PDS000000102.2,PDT000005105.1,SAMEA104076647,
PDS000000102.2,PDT000005110.1,SAMEA104076652,
PDS000000102.2,PDT000005111.1,SAMEA104076653,
PDS000000102.2,PDT000005116.1,SAMEA104076658,
PDS000000102.2,PDT000005118.1,SAMEA104076660,
PDS000000102.2,PDT000005119.1,SAMEA104076661,
PDS000000102.2,PDT000005122.1,SAMEA104076664,
PDS000000102.2,PDT000005123.1,SAMEA104076665,
PDS000000102.2,PDT000005124.1,SAMEA104076666,
PDS000000102.2,PDT000005211.1,SAMEA104076848,
PDS000000102.2,PDT000005233.1,SAMEA104076690,
PDS000000102.2,PDT000005240.1,SAMEA104076699,
PDS000000102.2,PDT000005247.1,SAMEA104076707,
PDS000000102.2,PDT000005269.1,SAMEA104076731,
PDS000000102.2,PDT000005277.1,SAMEA104076739,
PDS000000102.2,PDT000005286.1,SAMEA104076751,
PDS000000102.2,PDT000005289.1,SAMEA104076754,
PDS000000102.2,PDT000005295.1,SAMEA104076760,
PDS000000102.2,PDT000005296.1,SAMEA104076761,
PDS000000102.2,PDT000005297.1,SAMEA104076762,
PDS000000102.2,PDT000005309.1,SAMEA104076772,
PDS000000102.2,PDT000005313.1,SAMEA104076776,
PDS000000102.2,PDT000005316.1,SAMEA104076779,
PDS000000102.2,PDT000007969.1,SAMEA104365062,
PDS000000130.2,PDT000000074.1,SAMEA3304566,
PDS000000130.2,PDT000001019.1,SAMEA3916032,
PDS000000130.2,PDT000001021.1,SAMEA3916034,
PDS000000130.2,PDT000001022.1,SAMEA3916035,
PDS000000130.2,PDT000001038.1,SAMEA3916051,
PDS000000130.2,PDT000001057.2,SAMEA3916070,
PDS000000130.2,PDT000001070.1,SAMEA3916233,
PDS000000130.2,PDT000001071.1,SAMEA3916234,
PDS000000130.2,PDT000001072.1,SAMEA3916237,
PDS000000130.2,PDT000001115.1,SAMEA3916296,
PDS000000130.2,PDT000001139.1,SAMEA3916326,
PDS000000130.2,PDT000001161.1,SAMEA3916348,
PDS000000130.2,PDT000001162.1,SAMEA3916349,
PDS000000130.2,PDT000001169.1,SAMEA3916356,
PDS000000130.2,PDT000001170.2,SAMEA3916357,
PDS000000130.2,PDT000001337.1,SAMEA3916535,
PDS000000130.2,PDT000001338.1,SAMEA3916536,
PDS000000130.2,PDT000001382.1,SAMEA3916580,
PDS000000130.2,PDT000001385.1,SAMEA3916583,
PDS000000130.2,PDT000001391.1,SAMEA3916591,
PDS000000130.2,PDT000001415.1,SAMEA3916618,
PDS000000130.2,PDT000001419.1,SAMEA3916622,
PDS000000130.2,PDT000001425.1,SAMEA3916628,
PDS000000130.2,PDT000001663.1,SAMEA3893845,
PDS000000130.2,PDT000001664.1,SAMEA3893846,
PDS000000130.2,PDT000001665.1,SAMEA3893848,
PDS000000130.2,PDT000001666.1,SAMEA3893849,
PDS000000130.2,PDT000001670.1,SAMEA3893855,
PDS000000130.2,PDT000001727.1,SAMEA3893901,
PDS000000130.2,PDT000001750.1,SAMEA3893924,
PDS000000130.2,PDT000001767.1,SAMEA3893941,
PDS000000130.2,PDT000001783.1,SAMEA3893957,
PDS000000130.2,PDT000001851.1,SAMEA3893466,
PDS000000130.2,PDT000001852.1,SAMEA3893467,
PDS000000130.2,PDT000001863.1,SAMEA3893482,
PDS000000130.2,PDT000001864.2,SAMEA3893484,
PDS000000130.2,PDT000001866.1,SAMEA3893487,
PDS000000130.2,PDT000001867.1,SAMEA3893489,
PDS000000130.2,PDT000001869.2,SAMEA3893491,
PDS000000130.2,PDT000001870.1,SAMEA3893493,
PDS000000130.2,PDT000002073.1,SAMEA3893668,
PDS000000130.2,PDT000002074.1,SAMEA3893669,
PDS000000130.2,PDT000002075.1,SAMEA3893670,
PDS000000130.2,PDT000002076.1,SAMEA3893672,
PDS000000130.2,PDT000002077.1,SAMEA3893674,
PDS000000130.2,PDT000002078.2,SAMEA3893675,
PDS000000130.2,PDT000002112.1,SAMEA3893732,
PDS000000130.2,PDT000002123.1,SAMEA3893743,
PDS000000130.2,PDT000002130.1,SAMEA3893750,
PDS000000130.2,PDT000002131.1,SAMEA3893751,
PDS000000130.2,PDT000002132.1,SAMEA3893752,
PDS000000130.2,PDT000002201.1,SAMEA3893822,
PDS000000130.2,PDT000002202.1,SAMEA3893823,
PDS000000130.2,PDT000002203.1,SAMEA3893824,
PDS000000130.2,PDT000002207.1,SAMEA3893831,
PDS000000130.2,PDT000002216.1,SAMEA3893843,
PDS000000130.2,PDT000002224.1,SAMEA3941968,
PDS000000130.2,PDT000002225.2,SAMEA3941969,
PDS000000130.2,PDT000002277.1,SAMEA3894128,
PDS000000130.2,PDT000002278.1,SAMEA3894129,
PDS000000130.2,PDT000002306.1,SAMEA3894157,
PDS000000130.2,PDT000002307.1,SAMEA3894158,
PDS000000130.2,PDT000002308.1,SAMEA3894159,
PDS000000130.2,PDT000002309.1,SAMEA3894160,
PDS000000130.2,PDT000002310.1,SAMEA3894161,
PDS000000130.2,PDT000002311.1,SAMEA3894162,
PDS000000130.2,PDT000002350.1,SAMEA3894201,
PDS000000130.2,PDT000002351.1,SAMEA3894202,
PDS000000130.2,PDT000002352.1,SAMEA3894203,
PDS000000130.2,PDT000002353.1,SAMEA3894204,
PDS000000130.2,PDT000002354.2,SAMEA3894205,
PDS000000130.2,PDT000002366.1,SAMEA3894031,
PDS000000130.2,PDT000002367.1,SAMEA3894032,
PDS000000130.2,PDT000002409.1,SAMEA3894074,
PDS000000130.2,PDT000002415.1,SAMEA3894080,
PDS000000130.2,PDT000002416.1,SAMEA3894081,
PDS000000130.2,PDT000002473.1,SAMEA3894231,
PDS000000130.2,PDT000002474.1,SAMEA3894232,
PDS000000130.2,PDT000002475.1,SAMEA3894233,
PDS000000130.2,PDT000002567.1,SAMEA3894313,
PDS000000130.2,PDT000002570.1,SAMEA3894319,
PDS000000130.2,PDT000002571.1,SAMEA3894321,
PDS000000130.2,PDT000002589.1,SAMEA3894347,
PDS000000130.2,PDT000002612.1,SAMEA3894370,
PDS000000130.2,PDT000002613.1,SAMEA3894371,
PDS000000130.2,PDT000002614.1,SAMEA3894372,
PDS000000130.2,PDT000002615.1,SAMEA3894373,
PDS000000130.2,PDT000002616.1,SAMEA3894374,
PDS000000130.2,PDT000002631.1,SAMEA3894389,
PDS000000130.2,PDT000002632.1,SAMEA3894390,
PDS000000130.2,PDT000002633.1,SAMEA3894391,
PDS000000130.2,PDT000002634.1,SAMEA3894392,
